UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	TAXONOMY	ORGANISM_GENUS_SPECIES
NC_037247.1	NC_037247	1	Mentha spicata	152132	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Mentha	Mentha spicata
NC_037250.1	NC_037250	1	Entandrophragma cylindricum	159609	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Meliaceae; Entandrophragma	Entandrophragma cylindricum
NC_037251.1	NC_037251	1	Cedrela odorata	158558	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Meliaceae; Cedrela	Cedrela odorata
NC_037361.1	NC_037361	1	Dendrobium catenatum	152185	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Malaxideae; Dendrobiinae; Dendrobium	Dendrobium catenatum
NC_037362.1	NC_037362	1	Khaya senegalensis	159787	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Meliaceae; Khaya	Khaya senegalensis
NC_037389.1	NC_037389	1	Castanopsis hainanensis	160631	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Fagaceae; Castanopsis	Castanopsis hainanensis
NC_037392.1	NC_037392	1	Geum rupestre	155479	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Colurieae; Geum	Geum rupestre
NC_037400.1	NC_037400	1	Hydrocera triflora	154189	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Balsaminaceae; Hydrocera	Hydrocera triflora
NC_037401.1	NC_037401	1	Impatiens piufanensis	152238	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Balsaminaceae; Impatiens; Impatiens subgen. Impatiens; Impatiens sect. Impatiens	Impatiens piufanensis
NC_037412.1	NC_037412	1	Poliothyrsis sinensis	156680	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Flacourtieae; Poliothyrsis	Poliothyrsis sinensis
NC_037422.1	NC_037422	1	Salix chaenomeloides	156154	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix chaenomeloides
NC_037423.1	NC_037423	1	Salix hypoleuca	155126	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix hypoleuca
NC_037424.1	NC_037424	1	Salix magnifica	154977	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix magnifica
NC_037425.1	NC_037425	1	Salix minjiangensis	155038	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix minjiangensis
NC_037426.1	NC_037426	1	Salix paraplesia	155553	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix paraplesia
NC_037427.1	NC_037427	1	Salix rehderiana	155051	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix rehderiana
NC_037428.1	NC_037428	1	Salix rorida	155144	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix rorida
NC_037429.1	NC_037429	1	Salix taoensis	155085	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Salix	Salix taoensis
NC_037432.1	NC_037432	1	Allium prattii	154482	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Amaryllidaceae; Allioideae; Allieae; Allium	Allium prattii
NC_037433.1	NC_037433	1	Pedicularis hallaisanensis	143469	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Orobanchaceae; Pedicularideae; Pedicularis	Pedicularis hallaisanensis
NC_037443.1	NC_037443	1	Eurycorymbus cavaleriei	158777	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Sapindaceae; Dodonaeoideae; Dodonaeaeae; Eurycorymbus	Eurycorymbus cavaleriei
NC_037446.1	NC_037446	1	Fraxinus excelsior	155622	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Oleaceae; Oleeae; Fraxinus	Fraxinus excelsior
NC_037455.1	NC_037455	1	Adenocalymma acutissimum	159752	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Adenocalymma	Adenocalymma acutissimum
NC_037456.1	NC_037456	1	Adenocalymma divaricatum	158645	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Adenocalymma	Adenocalymma divaricatum
NC_037457.1	NC_037457	1	Adenocalymma marginatum	158797	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Adenocalymma	Adenocalymma marginatum
NC_037458.1	NC_037458	1	Adenocalymma nodosum	157791	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Adenocalymma	Adenocalymma nodosum
NC_037459.1	NC_037459	1	Adenocalymma trifoliatum	160736	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Adenocalymma	Adenocalymma trifoliatum
NC_037460.1	NC_037460	1	Dolichandra cynanchoides	158110	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Dolichandra	Dolichandra cynanchoides
NC_037461.1	NC_037461	1	Pleonotoma albiflora	159488	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Bignonieae; Pleonotoma	Pleonotoma albiflora
NC_037462.1	NC_037462	1	Tecomaria capensis	153263	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Bignoniaceae; Tecomeae; Tecomaria	Tecomaria capensis
NC_037471.1	NC_037471	1	Pistacia weinmaniifolia	160767	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Anacardiaceae; Pistacia	Pistacia weinmaniifolia
NC_037472.1	NC_037472	1	Camellia chekiangoleosa	156971	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; Ericales; Theaceae; Camellia	Camellia chekiangoleosa
NC_037473.1	NC_037473	1	Betula cordifolia	160771	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fagales; Betulaceae; Betula	Betula cordifolia
NC_037475.1	NC_037475	1	Arabis flagellosa	153673	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Arabideae; Arabis	Arabis flagellosa
NC_037477.1	NC_037477	1	Berchemia berchemiifolia	160410	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rhamnaceae; Rhamneae; Berchemia	Berchemia berchemiifolia
NC_037482.1	NC_037482	1	Zanthoxylum simulans	158461	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Rutaceae; Amyridoideae; Zanthoxylum	Zanthoxylum simulans
NC_037483.1	NC_037483	1	Atractylodes lancea	153201	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Carduoideae; Cardueae; Carlininae; Atractylodes	Atractylodes lancea
NC_037484.1	NC_037484	1	Atractylodes chinensis	153258	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Carduoideae; Cardueae; Carlininae; Atractylodes	Atractylodes chinensis
NC_037485.1	NC_037485	1	Strobilanthes cusia	144133	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Acanthaceae; Acanthoideae; Ruellieae; Strobilanthinae; Strobilanthes	Strobilanthes cusia
NC_037489.1	NC_037489	1	Alseodaphne gracilis	153099	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Alseodaphne	Alseodaphne gracilis
NC_037490.1	NC_037490	1	Alseodaphne huanglianshanensis	153070	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Alseodaphne	Alseodaphne huanglianshanensis
NC_037491.1	NC_037491	1	Alseodaphne semecarpifolia	153051	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Alseodaphne	Alseodaphne semecarpifolia
NC_037492.1	NC_037492	1	Rosa praelucens	157186	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Rosoideae; Rosoideae incertae sedis; Rosa	Rosa praelucens
NC_037494.1	NC_037494	1	Bombax ceiba	158997	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Bombacoideae; Bombax	Bombax ceiba
NC_037497.1	NC_037497	1	Littledalea przevalskyi	136862	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Littledaleeae; Littledalea	Littledalea przevalskyi
NC_037506.1	NC_037506	1	Lancea hirsuta	154045	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Phrymaceae; Lancea	Lancea hirsuta
NC_037517.1	NC_037517	1	Lilium bulbiferum	152686	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Liliales; Liliaceae; Lilium	Lilium bulbiferum
NC_037518.1	NC_037518	1	Euonymus hamiltonianus	157360	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Celastrales; Celastraceae; Euonymus	Euonymus hamiltonianus
NC_037519.1	NC_037519	1	Littledalea alaica	136840	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; BOP clade; Pooideae; Triticodae; Littledaleeae; Littledalea	Littledalea alaica
NC_037605.1	NC_037605	1	Eschenbachia blinii	152503	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Astereae; Eschenbachia	Eschenbachia blinii
NC_037690.1	NC_037690	1	Passiflora cincinnata	150783	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Passifloraceae; Passiflora	Passiflora cincinnata
NC_037693.1	NC_037693	1	Lancea tibetica	153665	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Phrymaceae; Lancea	Lancea tibetica
NC_037694.1	NC_037694	1	Loropetalum subcordatum	158706	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Saxifragales; Hamamelidaceae; Loropetalum	Loropetalum subcordatum
NC_037696.1	NC_037696	1	Ailanthus altissima	160815	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Sapindales; Simaroubaceae; Ailanthus	Ailanthus altissima
NC_037699.1	NC_037699	1	Lilium washingtonianum	151967	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Liliales; Liliaceae; Lilium	Lilium washingtonianum
NC_037700.1	NC_037700	1	Dendrobium bellatulum	152107	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Malaxideae; Dendrobiinae; Dendrobium	Dendrobium bellatulum
NC_037706.1	NC_037706	1	Fagopyrum luojishanense	159265	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Caryophyllales; Polygonaceae; Polygonoideae; Fagopyreae; Fagopyrum	Fagopyrum luojishanense
NC_037711.1	NC_037711	1	Cicuta virosa	154569	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; Oenantheae; Cicuta	Cicuta virosa
NC_037714.1	NC_037714	1	Cyamopsis tetragonoloba	152530	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; indigoferoid/millettioid clade; Indigofereae; Cyamopsis	Cyamopsis tetragonoloba
NC_037717.1	NC_037717	1	Dioscorea collettii	153870	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Dioscoreales; Dioscoreaceae; Dioscorea	Dioscorea collettii
NC_037718.1	NC_037718	1	Barclaya kunstleri	160051	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Nymphaeales; Nymphaeaceae; Barclaya	Barclaya kunstleri
NC_037760.1	NC_037760	1	Draba oreades	153503	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Arabideae; Draba	Draba oreades
NC_037761.1	NC_037761	1	Barklya syringifolia	158740	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Barklya	Barklya syringifolia
NC_037762.1	NC_037762	1	Bauhinia brachycarpa	155548	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Bauhinia	Bauhinia brachycarpa
NC_037763.1	NC_037763	1	Griffonia simplicifolia	157909	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Cercidinae; Griffonia	Griffonia simplicifolia
NC_037764.1	NC_037764	1	Bauhinia binata	153990	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Bauhinia	Bauhinia binata
NC_037765.1	NC_037765	1	Piliostigma thonningii	165416	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Piliostigma	Piliostigma thonningii
NC_037766.1	NC_037766	1	Schnella trichosepala	159722	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Schnella	Schnella trichosepala
NC_037767.1	NC_037767	1	Tylosema fassoglense	161803	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Tylosema	Tylosema fassoglense
NC_037768.1	NC_037768	1	Lysiphyllum hookeri	154055	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Cercidoideae; Cercideae; Bauhiniinae; Lysiphyllum	Lysiphyllum hookeri
NC_037784.1	NC_037784	1	Heritiera angustata	168953	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Sterculioideae; Heritiera	Heritiera angustata
NC_037831.1	NC_037831	1	Papaver rhoeas	152905	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Papaveraceae; Papaveroideae; Papaver	Papaver rhoeas
NC_037832.1	NC_037832	1	Papaver orientale	152799	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Papaveraceae; Papaveroideae; Papaver	Papaver orientale
NC_037838.1	NC_037838	1	Sisymbrium irio	154001	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Sisymbrieae; Sisymbrium	Sisymbrium irio
NC_037840.1	NC_037840	1	Ulmus gaussenii	160094	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Ulmaceae; Ulmus	Ulmus gaussenii
NC_037843.1	NC_037843	1	Nuphar longifolia	160858	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Nymphaeales; Nymphaeaceae; Nuphar	Nuphar longifolia
NC_037845.1	NC_037845	1	Nuphar shimadae	160645	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Nymphaeales; Nymphaeaceae; Nuphar	Nuphar shimadae
NC_037852.1	NC_037852	1	Prangos trifida	153510	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Apiales; Apiaceae; Apioideae; apioid superclade; Cachrys clade; Prangos	Prangos trifida
